,Modelflow,Obsflow,Error
1,0.6087499863933763,0.7277429679,-0.48518365837579314
2,1.3324999702162978,0.6484557963,-0.9374174466982206
4,0.3887499913107595,1.7613078834000002,-0.951233050320976
5,0.3643749918555841,0.8976440499,-0.9547929920439397
6,0.3599999919533756,0.7079211750000001,-0.8810946240344064
7,0.35249999212101546,0.622970634,-0.9434314759068139
8,0.506249988684428,0.5720003094,-0.9524070736551424
10,0.3762499915901625,1.7046741894,-0.9607918725643492
11,0.3574999920092523,0.9599411133,-0.9655712836860308
13,0.34999999217689215,0.6654459045,-0.7014463308740728
14,0.3399999924004087,0.6116438952,-0.9508846304927667
15,0.3299999926239252,0.5861587329,-0.6663771177307831
16,2.0774999535642626,0.6116438952,-0.9365236740954312
17,0.881249980302524,5.465151471,-0.2911138140653935
18,0.360624991939404,1.0137431226,0.055260941235322214
20,0.95437497866806,0.7334063373000002,-0.9395534117319988
21,0.3906249912688544,0.5578418859,-0.9427876566590436
22,1.7493749608984226,0.4983765072,-0.9487638141471724
23,2.513124943827278,0.8353469864999999,-0.9547929920439397
24,0.42749999044462683,2.5145360136,-0.9607918725643492
25,0.384374991408551,1.0052480685,-0.9655712836860308
27,0.37749999156221925,0.5550102012,-0.9640791379000229
28,0.36499999184161247,0.45023786730000004,-0.9661848055574431
29,0.35249999212101546,0.339802164,-0.9680026481393798
30,0.3399999924004087,0.3086536323,-0.7760005997659309
31,0.3299999926239252,0.3228120558,-0.6061610822039896
32,0.7012499843258411,0.2916635241,-0.9730774586806321
33,0.3331249925540769,0.7390697067,-0.9712747647868794
34,0.32874999265186844,0.3426338487,-0.9718958610023689
35,0.32499999273568836,0.2973268935,-0.20381192406766413
38,0.7256249837810165,0.2973268935,-0.9655712836860308
39,1.0799999758601073,0.9174658428,-0.97038099218409
40,0.31437499297316673,0.9174658428,-0.9736758318638605
41,0.3181249928893566,0.4474061826,-0.9796368406638054
42,0.31687499291729004,0.3737823804,-0.981454683245742
43,1.9418749565957123,0.6003171564,-0.9847722459577932
44,0.31937499286141335,2.0812882545,-0.9895440827353879
45,0.32624999270774513,0.7305746526,-0.990755977790009
46,0.3299999926239252,0.5210299848,-0.9949597387607527
47,0.31999999284744174,0.4389111285,-1.0000269749579083
48,0.31312499300110996,0.3907724886,-1.0033218146376788
49,0.3006249932805032,0.3652873263,-1.0069044793929232
50,0.2968749933643231,0.3256437405,-1.009903919653123
51,0.28999999351799133,0.3029902629,-1.0164860246685672
52,0.27999999374150786,0.2973268935,-1.0183114415946006
53,0.2774999937973943,0.2916635241,-0.8769363091282143
54,0.2687499939929676,0.28231896459,-0.792164250057029
55,0.25812499423045576,0.27608925825,-1.0170919721958827
56,0.251249994384124,0.26504568792,-1.0170919721958827
57,0.24374999455176383,0.25881598158,-0.7157921385832244
58,0.23749999469146044,0.27269123661,-0.850267043582325
60,0.2237499949987969,0.22426942824,-0.9242532366673322
61,0.2199999950826168,0.22540210212,-0.5522771983376114
62,0.5149999884888548,0.3058219476,-0.7601550719266745
63,0.691874984535386,0.6088122105,-0.7313801387233649
64,0.22249999502674012,0.3936041733,-0.7439686986033154
65,0.22249999502674012,0.2944952088,-0.5947995660668539
66,0.8512499809730834,0.3426338487,-0.9709717910232216
67,0.5706249872455373,0.47289134489999995,-0.9751679776498685
68,0.7306249836692631,0.35962395689999993,-0.9769706715436213
69,0.4162499906960768,0.3907724886,-0.9182770791791937
70,1.1924999733455488,1.5206146839,-0.9577924323041493
71,0.7587499830406186,1.3648720254,-0.9847722459577932
72,0.8187499816995096,2.0897833086,-0.9826362809240052
73,0.7924999822862491,0.8636638335000001,-0.7643133868328666
74,1.1037499753292739,0.622970634,-0.9029996271467979
75,0.31874999287538497,0.7730499230999999,-0.8748230671267168
76,0.30999999307095827,0.4898814531,-0.9943159195129825
77,0.3062499931547782,0.424752705,-0.9859083975715048
78,0.42874999041669337,0.43607944379999997,-1.0095706485131073
79,0.34624999226071207,0.4672279755,-1.0087071732866857
80,0.28999999351799133,0.37661406510000006,-1.0122898380419203
81,0.29437499342020956,0.339802164,-1.0159103745176195
82,0.7499999832361919,1.2600996915,-1.0183114415946006
87,0.46062498970422894,0.3567922722,-1.031187826550025
88,0.5193749883910632,0.35396058750000003,-1.0326951210242168
89,0.26999999396503416,0.3171486864,-1.0422160715471351
90,0.2874999935738778,0.3143170017,-1.0419509695039322
94,0.23812499467748882,0.424752705,-1.0419509695039322
96,0.23999999463558375,0.27325757355,-0.9356374758367387
97,0.2324999948032236,0.26023182393,-0.5307357637416033
98,0.22499999497085366,0.25145360136,-1.0063439779301593
99,0.2199999950826168,0.24975459054,-1.0446398616563872
100,0.21249999525025665,0.24494072655,-1.0317710510450597
101,0.20937499532010495,0.23616250398,-0.8562810727909085
102,0.19999999552964987,0.22880012376000003,-1.0374518091136276
103,0.19624999561346979,0.22710111294,-0.544490772611633
104,0.1931249956833181,0.2973268935,-1.0167814240881379
105,0.1899999957531664,0.25117043289,-1.0030264152181179
110,0.16999999620019945,0.22058823813,-0.9532781232256609
111,0.1706249961862376,0.20897833086,-1.0155846777216908
112,0.16874999622814268,0.20473080381,-1.0254919197932733
113,0.15999999642372575,0.20558030922000003,-1.0279005612143415
114,0.2849999936297545,0.20189911910999997,-1.0326951210242168
115,0.1706249961862376,0.22993279764000002,-1.0326951210242168
116,0.19624999561346979,0.20642981463,-1.0359672376717066
117,0.39249999122693957,0.3907724886,-0.9586862049069289
118,1.2374999723397195,0.23984369409,-1.0329450743792359
119,0.2449999945238206,0.3143170017,-1.0326951210242168
120,0.1649999963119626,0.23559616704,-1.0326951210242168
121,0.19187499571126132,0.20444763534,-1.0341418207456732
123,0.5581249875249306,0.1925545596,-0.795799935220912
127,0.17999999597668292,0.2944952088,-1.0279005612143415
128,1.208749972982326,0.25740013923,-1.0279005612143415
129,0.2231249950127685,6.937627514999999,-1.0302789052590517
130,0.25187499437015237,1.0222381767,-1.0326951210242168
131,0.2599999941885507,0.5861587329,-1.0422160715471351
132,0.25812499423045576,0.3851091192,-1.0443444622368165
133,0.24999999441206722,0.3058219476,-1.0470257800451845
134,0.23999999463558375,0.2860001547,-1.0470257800451845
135,0.3556249920511574,0.26476251945,-1.0482528237879896
136,0.2256249949568918,0.25598429688,-1.051835488543234
139,0.20499999541789649,0.19793476053,-1.051835488543234
140,0.19999999552964987,0.18859020102,-1.051835488543234
141,0.1899999957531664,0.18462584243999997,-1.051835488543234
142,0.1899999957531664,0.17754663068999998,-1.0548576518357144
143,0.18312499590683462,0.1727327667,0.01129944812871031
144,0.34437499230261714,0.3964358579999999,-0.5777421431729666
145,0.189374995767138,0.3567922722,-0.3350753071720054
146,0.1899999957531664,0.19595258123999998,-0.9625869921140149
147,0.1899999957531664,0.17641395681,-0.9931191731465354
148,0.1868749958230147,0.16650306036,-1.0135093074406383
149,0.5949999867007127,0.21917239577999997,-1.0159103745176195
150,0.6843749847030258,0.21350902638,-1.019462741896496
151,1.480624966905455,0.21492486873,-1.027264316310668
152,0.2843749936437261,0.4643962908,-1.0299607828072102
153,0.22437499498482527,0.25881598158,-1.0122898380419203
154,0.19999999552964987,0.18632485326,-0.9817652313534966
155,0.19999999552964987,0.16480404954,-0.9871733130347744
156,0.19499999564141302,0.15687533238,-0.9895440827353879
157,0.1899999957531664,0.14526542511,-0.9631702166090594
162,0.16999999620019945,0.11553273576,-0.9727744849169744
163,0.165624996297991,0.11496639882000001,-0.977546321694569
165,0.15999999642372575,0.10703768166,-0.9871733130347744
166,0.15999999642372575,0.10137431226,-0.9913543509732374
167,0.15749999647960244,0.09910896449999998,-0.9979288816445848
168,0.14999999664724228,0.09571094286,-1.0030264152181179
171,0.14999999664724228,0.08438420406,-0.8670290670566416
172,0.14999999664724228,0.08183568783,-0.8781254811505743
173,0.14999999664724228,0.08070301395,-0.8895172946640679
174,0.14999999664724228,0.07843766619,-0.8885932246849206
175,0.14999999664724228,0.07447330761,-0.8925167349242775
176,0.1437499967869389,0.08410103559,-0.8314145011387719
177,2.416249945992605,0.09174658427999999,-0.8361939122604634
178,1.1393749745329798,0.22710111294,-0.8481765246130886
179,1.6524999630637494,2.0218228758,-0.8494111426999904
180,0.33624999248421883,1.0505550237,-0.871838775554691
181,0.2724999939091477,0.6144755799,-0.8254080462742754
183,0.22999999485910028,0.25032092748,-0.8856240818010788
184,0.22499999497085366,0.20614664616000003,-0.9021058545440086
185,0.2174999951384935,0.17528128293,-0.9153155106394486
187,0.2012499955017164,0.1472476044,-0.9392201405919831
188,0.1956249956274414,0.14045156112,-0.9487638141471724
189,0.2324999948032236,0.24295854726000002,-0.9607918725643492
193,0.2962499933783045,0.13195650702,-0.8494111426999904
194,0.2849999936297545,0.21492486873,-0.8691120116817812
195,0.27999999374150786,0.17018425047,-0.8203408100771199
196,0.33499999251217183,0.16735256577,-0.6828588904737227
197,0.3299999926239252,0.13223967549,-0.6516980388816158
198,0.3299999926239252,0.12374462139,-0.7059000451998259
199,0.3274999926798019,0.11383372494000002,-0.8661580174861232
200,0.31999999284744174,0.10845352401,-0.8074417020894247
201,0.3149999929592049,0.10279015461000002,-0.8397614283275239
202,0.3049999931827214,0.09797629061999999,-0.8877373238025861
203,0.29499999340623795,0.09202975274999999,-0.861068058256687
204,0.2849999936297545,0.08721588876,-0.9224581171176665
205,0.2762499938253278,0.08438420406,-0.9766752721240604
206,0.2624999941326642,0.3737823804,-0.9979288816445848
207,0.25187499437015237,0.8693272029,-0.8792919301406537
208,0.4949999889358878,0.19906743441,-0.9487638141471724
209,0.5524999876506653,0.14696443593,-0.9835224791827075
211,0.5356249880278501,0.11666540964,-1.0012085726361715
212,0.5124999885447314,0.12091293669000001,-1.0060107067901338
213,0.4887499890755844,0.18066148386,-1.0230984270603791
214,0.49062498903367935,0.28260213306,-1.0267038148479042
215,0.48249998921528103,0.1670693973,-1.0326951210242168
217,0.6099999863654331,0.09769312215,-1.0374518091136276
218,0.5999999865889594,0.13535452866,-1.0404588237179242
219,0.5749999871477458,0.11751491505,-1.0422160715471351
220,0.5724999872036323,0.13507136019,-1.0452533835277897
221,0.5256249882513666,0.12374462139,-1.0279005612143415
222,0.6224999860860398,0.1047723339,-1.0362929344676353
224,0.5249999882653382,0.11100204024,-0.9835224791827075
225,0.49687498889398274,0.09231292121999998,-0.9787809397814708
226,0.46249998966232386,0.08268519324,-0.9871733130347744
227,0.43499999027699676,0.07900400313,-0.9889229865198885
228,0.4099999908357832,0.07560598149,-0.9943159195129825
229,0.3849999913945794,0.07390697067,-0.9943159195129825
230,0.36499999184161247,0.07305746526,-0.9967397096222346
231,0.3399999924004087,0.07900400313,-1.001526695088013
232,0.32249999279156505,0.3794457498,-1.003942910853178
233,0.30749999312683496,0.5635052553,-1.0087071732866857
234,0.48249998921528103,0.18094465233,-1.0135093074406383
235,0.5724999872036323,0.12799214844,-1.0170919721958827
236,0.5312499881256416,0.4842180837,-1.0197354182837959
237,0.6331249858485517,0.24975459054,-1.0239921996631685
238,0.9199999794363913,0.18490901091,-1.0279005612143415
239,0.9849999779835388,0.12629313762,-1.0326951210242168
240,0.8718749805120787,0.11071887177,-1.0347780656493564
241,0.5374999879859352,0.10137431226,-1.0386409811359778
243,0.6599999852478504,0.0906139104,-1.0431552902144663
244,0.5924999867565894,0.09939213297,-1.0461547304746661
246,0.4924999889917645,0.5521785165,-1.0509417159404446
254,0.5481249877484471,0.07475647608,-1.0009055988725137
255,0.41999999061226667,0.13761987642,-0.9910665258977636
256,0.3068749931408066,1.1921392587,-0.9793717386206024
257,0.2624999941326642,0.6314656881,-0.9796368406638054
258,0.5099999886006081,0.20416446687,-0.9793717386206024
259,0.36499999184161247,0.22200408048,-0.9772281992427372
260,0.29249999346211464,0.11836442046,-0.9727744849169744
261,0.25187499437015237,0.09118024733999999,-0.9772281992427372
262,0.25562499428633245,0.0792871716,-0.9709717910232216
263,0.24562499450984898,0.06909310668,-0.9473019657375223
264,0.20999999530613334,0.06399607422,-0.9344331551262046
265,0.20249999547377318,0.05861587329,-0.9188603036742382
269,0.1899999957531664,0.04049309121,-0.927252676927532
270,0.17999999597668292,0.03794457498,-0.9368569452354567
271,0.17999999597668292,0.03624556416,-0.9260483562169979
272,0.1737499961163893,0.0339802164,-0.9260483562169979
273,0.16999999620019945,0.05125349307000001,-0.9296461696604261
274,0.16374999633990583,0.06909310668,-0.9344331551262046
275,0.19999999552964987,0.03907724886,-0.9362661463963251
276,0.18249999592080624,0.08721588876,-0.9413333825934904
277,0.17249999614432276,0.22511893365000002,-0.9302521171877318
278,0.29249999346211464,0.07305746526,-0.9221627176980958
279,0.3024999932385981,0.05125349307000001,-0.9153155106394486
280,0.2849999936297545,0.04389111285,-0.9128614231538288
281,0.2812499937135744,0.04077625968,-0.9153155106394486
282,0.26999999396503416,0.03907724886,-0.9212613707512194
283,0.26999999396503416,0.03624556416,-0.9242532366673322
284,0.26499999407678754,0.03596239569,-0.9356374758367387
285,0.25499999430030407,0.03426338487,-0.9377355691500622
286,0.24999999441206722,0.03256437405,-0.9153155106394486
287,0.23999999463558375,0.03171486864,-0.9069004143538839
288,0.22999999485910028,0.02944952088,-0.9033026009104557
289,0.22249999502674012,0.02803367853,-0.9071958137734448
290,0.2168749951524651,0.028600015470000004,-0.9104830791091283
291,0.20812499534804818,0.02944952088,-0.9176635573077911
292,0.19999999552964987,0.03199803711,-0.9257302337651563
293,0.1899999957531664,0.03001585782,-0.9344331551262046
294,0.18562499585095793,0.028600015470000004,-0.9440222747459455
295,0.17749999603256938,0.03143170017,-0.9535735226452218
296,0.16999999620019945,0.030299026290000003,-0.9697598959685907
297,0.1681249962421143,0.03086536323,-0.9772281992427372
298,0.1618749963818109,0.03822774345,-0.9853175987323732
299,0.15249999659135582,0.05974854717,-0.9919375754682722
300,0.15187499660532744,0.06767726433,-0.99761833353684
301,0.14499999675899566,0.06767726433,-1.003942910853178
302,0.1399999968707588,0.06937627515,-1.0063439779301593
303,0.1349999969825122,0.07503964455,-1.0117293365791564
304,0.12999999709427534,0.07050894903,-0.9970275346977084
306,0.12749999715015203,0.10137431226,-0.8400871251234525
307,0.12249999726191518,0.07985350854,-0.8242037255637413
308,0.15062499663327067,0.06031488411000001,-0.8095473697468352
316,0.25624999427236084,0.07588914996,-0.6445099863388561
317,0.27687499381136593,0.06909310668,-0.6852296601743362
318,0.30124999326654134,0.06909310668,-0.7319936605947772
319,0.3006249932805032,0.09401193204,-0.7724179350106866
