,Modelflow,Obsflow,Error
21,0.04312499903609962,0.3058219476,7.759921796835416
22,0.03937499911991771,0.3143170017,7.736257892211376
24,0.03874999913387467,3.058219476,7.759921796835416
25,0.04312499903609962,0.5068715613,7.756079504307613
26,0.03937499911991771,0.21832289037,7.75225370230567
27,0.03249999927355113,0.1840595055,7.758899384231448
28,0.03437499923166498,0.169901082,7.734394462788023
29,0.044374999008139904,0.15772483779,7.7531936622802915
30,0.04499999899416768,0.1500792891,7.818595087882336
31,0.049999998882420404,0.1444159197,7.741996595214283
33,0.04749999893830931,0.21634071108,7.756079504307613
34,0.041249999077985766,0.15517632156,7.781408952044562
35,0.09999999776482554,0.14328324581999996,7.745261719336616
36,0.04562499898019545,0.13761987642,7.737676077436231
37,0.03624999918973304,0.13648720254,7.735878610116364
38,0.03687499917577608,0.13450502325,7.77115184495316
40,0.04249999905005658,0.3879408039000001,7.734394462788023
41,0.06999999843538551,0.1783961361,7.783849549873385
42,0.03874999913387467,0.15347731074,7.740974182610315
43,0.09812499780675749,0.17075058741,7.755205506436477
44,0.056249998742713414,1.6650306036,7.781920158346546
45,0.059999998658895326,0.2321981454,7.781920158346546
47,0.02874999935738448,0.1529109738,7.741468898386423
48,0.023749999469162286,0.1444159197,7.74946680343357
49,0.059999998658895326,0.1387525503,7.755535316953893
50,0.05499999877067313,0.13252284396,7.753671887530525
51,0.049999998882420404,0.12997432773,7.756079504307613
52,0.05874999868685504,0.12770897997,7.751956872840005
53,0.026249999413273384,0.12544363221,7.755205506436477
54,0.05124999885449122,0.12487729527,7.748032127682855
55,0.13812499691265717,0.12204561057,7.7593941000075715
58,0.03624999918973304,0.11638224117,7.770129432349207
59,0.049999998882420404,0.11411689341,7.747108658234109
60,0.05499999877067313,0.11270105105999999,7.757481199006593
61,0.08874999801627981,0.1104357033,7.738632527936713
62,0.04062499909195799,0.11524956729,7.754661319082758
63,0.03062499931548307,0.16225553331,7.754661319082758
64,0.02812499937134144,0.12770897997,7.744272287784399
65,0.07499999832363824,0.11496639882,7.742837612033668
66,0.021874999511048432,0.11128520871,7.738236755315826
67,0.026249999413273384,0.13139017008,7.74663043298386
68,0.09187499794643395,0.12487729527,7.745261719336616
69,0.03499999921769276,0.12714264303,7.74239236783517
70,0.05374999879858705,1.4838027828,7.750917969710176
71,0.08937499800230758,1.2827531691,7.743876515163511
72,0.08937499800230758,2.491882536,7.742837612033668
73,0.06812499847728692,0.5550102012,7.739127243712837
74,0.0356249992037358,0.26249717169,7.732069298640297
75,0.04624999896623849,0.5040398766,7.722702679945906
76,0.05437499878463009,0.22058823813,7.724137355696621
77,0.05187499884048846,0.17528128293,7.724549618843383
78,0.05499999877067313,0.15602582697,7.738632527936713
80,0.049374998896377364,0.13931888724,7.741996595214283
81,0.05374999879858705,0.12912482232,7.739127243712837
82,0.044374999008139904,1.3620403407,7.723197395722014
83,0.059374998672852286,1.2346145292,7.724549618843383
84,0.044374999008139904,0.3482972181,7.720295063168818
85,0.04874999891034959,0.22766744988,7.726907764042861
86,0.07374999835155216,0.19085554878,7.717508164296719
87,0.04312499903609962,0.17160009282,7.71844812427134
88,0.05687499872874119,0.18037831539,7.719783856866834
89,0.031874999287553885,0.15914068014,7.715677715925101
90,0.053124998812559276,0.14583176205,7.716056998020128
91,0.053124998812559276,0.13733670795,7.715677715925101
92,0.03937499911991771,0.12544363221,7.719371593720072
93,0.037499999161803854,0.12317828445,7.7654955945796145
94,0.031249999301510845,0.12969115926,7.727814742965731
95,0.04249999905005658,0.11751491505,7.718909858995714
96,0.04062499909195799,0.11553273576,7.7212515136693
97,0.03687499917577608,0.11723174658,7.768282493451714
98,0.04812499892430655,0.113267388,7.720855741048413
99,0.03874999913387467,0.11128520871,7.719783856866834
100,0.037499999161803854,0.11100204024000002,7.719371593720072
101,0.03249999927355113,0.10618817625,7.718909858995714
102,0.023124999483119246,0.10505550237,7.717508164296719
107,0.010624999762517962,0.09797629062,7.722191473643922
108,0.01249999972058602,0.09684361674,7.716056998020128
109,0.013124999706629059,0.09486143745,7.715677715925101
110,0.031874999287553885,0.09429510051,7.716056998020128
114,0.013124999706629059,0.09004757346,7.717508164296719
116,0.03624999918973304,0.09401193204,7.715677715925101
117,0.03249999927355113,0.10788718707,7.716568204322112
118,0.011249999748545736,0.09599411133,7.717029939046485
119,0.013124999706629059,0.6258023187,7.720855741048413
120,0.007499999832363824,0.16876840812,7.717029939046485
121,0.016249999636798462,0.11496639882,7.716568204322112
122,0.003749999916181912,0.10137431226,7.715677715925101
123,0.004999999888222195,0.09514460592,7.715677715925101
124,0.0068749998463360495,1.3422185478,7.7611915673274385
125,0.0012499999720555488,0.5465151471,7.716056998020128
130,0.0018749999580833232,1.0448916543,7.714655303321148
131,0.0012499999720555488,0.3624556416,7.717029939046485
132,0.006249999860308275,0.24579023196,7.715133528571381
133,0.06749999849124388,0.20529714075,7.715133528571381
134,0.017499999608838746,0.18462584244,7.719371593720072
135,0.005624999874265235,0.17782979916,7.716056998020128
136,0.008749999804404107,0.17499811446,7.715133528571381
137,0.0712499984074258,0.16933474505999999,7.716056998020128
138,0.008124999818406864,0.16735256577,7.715133528571381
139,0.0068749998463360495,0.16253870178,7.715677715925101
140,0.006249999860308275,0.16027335402,7.714655303321148
141,0.005624999874265235,0.15800800626,7.715677715925101
143,0.003749999916181912,0.15545949003,7.717508164296719
147,0.002499999944126363,0.15376047921,7.714655303321148
148,0.002499999944126363,0.14894661522,7.715677715925101
149,0.0,0.15489315309,7.7405124478859415
150,0.009374999790447147,0.14922978369,7.714655303321148
151,0.009999999776490187,0.8664955182,7.715133528571381
152,0.0018749999580833232,0.6371290575,7.714655303321148
153,0.0012499999720555488,0.3256437405,7.715133528571381
154,0.0018749999580833232,0.17641395681,7.715133528571381
155,0.0012499999720555488,0.13337234937,7.714655303321148
156,0.00062499998604304,0.12940799079,7.714655303321148
159,0.0,0.10137431226,7.714655303321148
160,0.003749999916181912,0.09769312215,7.714655303321148
161,0.0031249999301541376,0.09571094286,7.714655303321148
162,0.0012499999720555488,0.09316242663,7.714655303321148
163,0.002499999944126363,0.09231292122,7.714655303321148
164,0.0031249999301541376,0.09004757346,7.714655303321148
165,0.008124999818406864,0.08693272029,7.714655303321148
166,0.0031249999301541376,0.084950541,7.715677715925101
167,0.002499999944126363,0.08296836171,7.715677715925101
168,0.0012499999720555488,0.08155251936,7.715677715925101
169,0.0012499999720555488,0.0792871716,7.714655303321148
170,0.06187499861697865,0.07787132925,7.714655303321148
171,0.0018749999580833232,0.07617231843,7.714655303321148
172,0.0068749998463360495,0.07503964455,7.715677715925101
173,0.007499999832363824,0.07419013914,7.716056998020128
174,0.002499999944126363,0.07334063373,7.715133528571381
175,0.00062499998604304,0.07192479138,7.714655303321148
176,0.0,0.07447330761,7.714655303321148
177,0.0031249999301541376,0.08183568783,7.714655303321148
182,0.00062499998604304,0.11553273576,7.714655303321148
183,0.00062499998604304,0.0991089645,7.714655303321148
185,0.006249999860308275,0.08749905723,7.714655303321148
186,0.0018749999580833232,0.08523370947,7.715133528571381
187,0.00062499998604304,0.08296836171,7.714655303321148
188,0.0018749999580833232,0.08126935089,7.714655303321148
191,0.00062499998604304,0.08664955182,7.714655303321148
192,0.0012499999720555488,0.07985350854,7.714655303321148
193,0.0,0.08353469865,7.714655303321148
194,0.0012499999720555488,0.08240202477,7.714655303321148
195,0.0,0.08098618242,7.714655303321148
196,0.003749999916181912,0.08183568783,7.715133528571381
197,0.0,0.07815449772000001,7.714655303321148
198,0.00062499998604304,0.07730499231,7.714655303321148
199,0.0018749999580833232,0.07588914996,7.714655303321148
200,0.0,0.07334063373,7.715133528571381
201,0.0012499999720555488,0.07135845444,7.714655303321148
203,0.03437499923166498,0.06314656881,7.714655303321148
204,0.0,0.06173072646,7.714655303321148
205,0.00062499998604304,0.06059805258,7.714655303321148
207,0.0,0.07985350854,7.714655303321148
208,0.00062499998604304,0.06824360127,7.714655303321148
209,0.00062499998604304,0.06626142198,7.714655303321148
213,0.0,0.07390697067,7.716056998020128
214,0.0,0.06541191657,7.714655303321148
215,0.0,0.06031488411,7.714655303321148
216,0.00062499998604304,0.05804953635,7.714655303321148
217,0.0,0.05691686247,7.714655303321148
218,0.0,0.06031488411,7.715677715925101
219,0.0,0.06173072646,7.714655303321148
220,0.0,0.05918221023,7.715133528571381
221,0.0,0.06201389493,7.714655303321148
222,0.0,0.06003171564,7.714655303321148
223,0.0,0.05776636788,7.714655303321148
224,0.0012499999720555488,0.07022578056,7.717029939046485
225,0.0012499999720555488,0.07107528597,7.715677715925101
226,0.0012499999720555488,0.06427924269,7.715677715925101
227,0.0,0.06314656881,7.715133528571381
228,0.0,0.05776636788,7.714655303321148
229,0.0,0.06201389493,7.714655303321148
231,0.0012499999720555488,0.07192479138,7.714655303321148
232,0.0018749999580833232,0.07673865537,7.715133528571381
233,0.00062499998604304,0.16112285943,7.714655303321148
234,0.0,0.09684361674,7.714655303321148
235,0.0,0.07050894903,7.715677715925101
237,0.0,0.17301593517,7.715133528571381
238,0.00062499998604304,0.12629313762,7.714655303321148
