,Mean,Max,Min
0,0.5998281893633746,0.6349360234870172,0.5605878300803674
1,0.5623262692471983,0.6006193282009376,0.5281237466532254
2,0.5907145139367227,0.6164355392188363,0.5349523318732285
3,0.5871439584921078,0.6318277564277789,0.5570528076156172
4,0.5758509176644242,0.643577264036155,0.5265426593621269
5,0.5914191204951739,0.6521569899448589,0.48420264861874857
6,0.6364770280372226,0.6538131396500495,0.6010769430387959
