,Modelflow,Obsflow,Error,NWM_min,NWM_max,ML_1min,ML_1max
281,117.8049974,141.8674035,61.33847058,107.9299976,138.2699969,56.46652679,179.1434679
282,124.5099972,106.7545132,65.89463145,110.9899975,145.7599967,58.61536577,190.4046287
283,117.5131224,90.6139104,61.14057332,105.4299976,142.7499968,56.37254905,178.6536957
284,117.6231224,136.2040341,61.21517122,103.4899977,140.2899969,56.40795115,178.8382936
285,125.2293722,207.845657,66.39579386,110.5899975,156.5799965,58.83357835,191.6251661
286,132.290622,186.8911902,68.95108879,123.3499972,157.1999965,63.33953326,201.2417108
287,122.8662473,176.9802938,64.7744292,119.4099973,128.3199971,58.09181805,187.6406765
288,118.3118724,142.7169089,61.6821295,114.7299974,128.0799971,56.62974285,179.9940019
289,118.3087474,130.2574962,61.68002516,113.4999975,125.8099972,56.6287222,179.9887725
290,119.2512473,104.205997,62.31926531,115.2099974,129.0099971,56.93198203,181.5705126
291,119.1181223,96.56044827,62.22890198,112.8399975,133.239997,56.88922036,181.3470243
292,114.5443724,165.3703865,59.1455406,110.2199975,125.2399972,55.39883184,173.689913
293,130.2256221,190.5723803,68.32900554,116.6599974,145.9499967,61.89661655,198.5546276
294,135.283747,225.9684391,69.84729856,127.0399972,149.4399967,65.43644841,205.1310455
295,135.478122,208.4119939,69.90589797,127.4999972,148.0299967,65.572224,205.3840199
296,139.4212469,138.4693818,72.89826542,126.8499972,165.9999963,66.52298146,212.3195123
297,131.6099971,130.5406647,68.74733776,124.0199972,144.8099968,62.8626593,200.3573348
298,124.7949972,262.7803402,66.08886153,117.1599974,134.669997,58.70613569,190.8838587
299,121.4024973,526.6933542,63.77933592,114.4999974,133.359997,57.62316137,185.1818332
300,123.7181222,492.7131378,65.35498083,115.9499974,134.949997,58.36314141,189.0731031
301,127.4787472,419.0893356,67.38607526,116.5399974,143.0299968,60.09267189,194.8648224
302,134.147497,257.1169708,69.50701207,126.1999972,140.1599969,64.64048493,203.6545091
303,137.9268719,246.6397374,71.62246525,127.5299971,161.2199964,66.30440666,209.5493372
304,140.5312469,509.703246,74.0027982,134.909997,153.1299966,66.52844866,214.5340451
305,135.309997,665.4459045,69.85520869,127.1299972,148.3699967,65.45478828,205.1652057
306,131.1493721,611.6438952,68.60943139,127.3599972,137.1299969,62.53994068,199.7588035
307,126.6199972,464.3962908,67.08708733,123.4699972,133.579997,59.53290984,193.7070845
308,165.1293713,356.7922722,99.33053493,124.6799972,230.9399948,65.79883637,264.4599062
309,212.1799953,281.1862907,148.0088866,178.039996,246.1099945,64.17110868,360.1888818
310,227.7212449,240.1268626,161.9172436,184.4299959,261.0999942,65.80400131,389.6384885
311,230.1999949,214.6417003,164.0968621,195.6699956,252.7299944,66.10313278,394.2968569
312,229.0399949,162.2555333,163.0745083,198.7999956,261.1999942,65.96548657,392.1145032
313,250.5506194,168.7684081,182.0016044,213.8199952,289.6599935,68.54901496,432.5522238
314,262.5974941,156.025827,192.6938415,230.7699948,285.8799936,69.90365267,455.2913356
315,278.5687438,351.1289028,203.3167928,238.8999947,308.4499931,75.25195093,481.8855366
